,city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,wind_speed,rainfall,pressure
2355,hyderabad,2022-05-31,4,507.35,0.0,16.79,44.35,12.28,30.71,66.75,10.77,29.7,8.4,3.1,1004.7
2356,hyderabad,2022-06-01,4,821.11,4.81,34.27,2.86,12.64,41.62,67.36,3.96,30.6,8.5,0.3,1004.8
2357,hyderabad,2022-06-02,4,580.79,0.12,22.96,19.67,9.18,29.13,61.51,12.29,31.8,8.4,0.0,1004.2
2358,hyderabad,2022-06-03,3,317.1,0.0,7.37,68.66,9.18,17.38,36.9,5.0,31.8,11.1,0.0,1004.4
2359,hyderabad,2022-06-04,4,440.6,0.0,12.51,60.08,8.11,44.51,89.88,9.25,32.1,8.3,2.0,1004.2
2360,hyderabad,2022-06-05,5,1655.58,30.85,43.87,0.0,37.67,85.13,188.8,51.68,32.2,6.2,0.0,1003.9
2361,hyderabad,2022-06-06,4,313.76,0.0,6.34,97.27,7.03,42.74,79.63,6.4,30.5,10.2,0.3,1005.1
2362,hyderabad,2022-06-07,3,337.12,0.0,8.05,82.97,11.44,24.37,33.33,5.32,32.3,9.9,0.0,1004.5
2363,hyderabad,2022-06-08,2,293.73,0.0,6.25,75.1,4.77,12.91,16.98,4.62,30.4,9.9,0.3,1004.7
2364,hyderabad,2022-06-09,4,360.49,0.0,11.14,69.38,9.66,25.76,38.2,8.36,30.7,8.9,0.2,1004.6
2365,hyderabad,2022-06-10,1,340.46,0.0,9.77,44.7,6.5,7.64,13.79,7.92,30.8,9.5,0.0,1005.5
2366,hyderabad,2022-06-11,1,290.39,0.0,7.2,55.07,4.47,3.7,6.04,5.19,31.8,12.9,0.1,1005.8
2367,hyderabad,2022-06-12,1,277.04,0.0,7.03,28.61,5.07,2.3,3.61,3.45,29.3,8.4,0.6,1006.6
2368,hyderabad,2022-06-13,1,357.15,0.0,12.17,32.19,9.18,7.28,11.95,4.37,29.9,8.0,4.3,1007.7
2369,hyderabad,2022-06-14,1,327.11,0.02,10.88,26.82,8.23,4.99,7.56,3.58,27.8,6.0,7.9,1007.1
2370,hyderabad,2022-06-15,2,560.76,0.07,20.91,19.67,11.32,16.38,23.5,6.52,26.7,6.0,0.0,1006.5
2371,hyderabad,2022-06-16,4,1121.52,10.28,38.04,0.56,15.74,44.17,68.65,8.87,27.1,3.5,0.5,1006.5
2372,hyderabad,2022-06-17,4,894.55,2.1,37.01,8.85,19.31,29.23,34.96,3.1,28.6,3.6,0.0,1006.0
2373,hyderabad,2022-06-18,3,754.36,0.51,29.13,9.03,20.27,23.14,29.66,4.24,29.8,4.6,0.3,1006.3
2374,hyderabad,2022-06-19,2,607.49,0.57,22.96,15.2,9.06,19.52,28.14,3.55,26.1,4.1,0.5,1006.7
2375,hyderabad,2022-06-20,1,323.77,0.06,10.37,17.88,6.74,5.34,7.41,1.61,27.9,5.8,4.1,1005.4
2376,hyderabad,2022-06-21,1,330.45,0.05,11.31,19.49,7.99,5.22,8.08,2.25,25.9,5.7,47.0,1004.2
2377,hyderabad,2022-06-22,1,317.1,0.01,9.85,28.61,6.56,4.93,7.07,1.93,26.7,4.9,0.3,1005.6
2378,hyderabad,2022-06-23,1,340.46,0.01,11.65,27.54,7.87,4.92,10.24,5.38,27.8,4.5,0.0,1006.1
2379,hyderabad,2022-06-24,1,320.43,0.02,10.54,26.11,7.63,5.1,8.02,2.44,26.3,6.6,0.3,1005.3
2380,hyderabad,2022-06-25,1,300.41,0.01,9.08,28.97,5.01,2.76,5.03,4.43,26.1,7.8,9.5,1003.6
2381,hyderabad,2022-06-26,1,273.7,0.01,6.77,27.89,4.11,3.01,4.18,1.17,25.6,8.3,1.0,1004.0
2382,hyderabad,2022-06-27,1,287.06,0.01,7.8,27.54,5.13,4.24,5.55,1.55,24.1,7.6,5.1,1006.3
2383,hyderabad,2022-06-28,1,303.75,0.01,8.74,27.54,5.54,4.56,6.4,1.42,24.1,7.2,2.0,1006.5
2384,hyderabad,2022-06-29,1,297.07,0.02,9.77,23.96,5.84,3.93,6.51,3.58,26.4,5.2,11.9,1004.0
2385,hyderabad,2022-06-30,1,343.8,0.12,14.05,15.02,7.45,6.54,9.69,2.06,26.6,5.1,0.0,1003.5
2386,hyderabad,2022-07-01,1,333.79,0.1,13.88,15.91,7.27,6.28,8.5,1.65,26.9,7.8,1.7,1003.9
2387,hyderabad,2022-07-02,1,270.37,0.02,7.71,23.6,3.64,1.98,3.31,1.61,25.1,5.7,20.1,1003.2
2388,hyderabad,2022-07-03,1,293.73,0.02,9.85,25.03,5.25,4.54,7.4,3.48,25.7,5.8,0.5,1003.2
2389,hyderabad,2022-07-04,1,260.35,0.01,6.77,23.96,4.29,2.43,3.4,2.28,24.3,6.0,9.9,1003.3
2390,hyderabad,2022-07-05,1,303.75,0.01,8.48,27.18,4.59,4.58,5.61,1.01,25.1,7.5,10.9,1002.0
2391,hyderabad,2022-07-06,1,290.39,0.01,7.37,28.97,3.76,4.05,4.97,0.96,24.3,6.1,11.9,1002.9
2392,hyderabad,2022-07-07,1,297.07,0.01,8.14,30.76,4.59,6.06,7.14,1.03,25.2,8.8,0.3,1004.9
2393,hyderabad,2022-07-08,1,283.72,0.02,8.48,23.6,3.7,4.09,4.79,0.78,22.1,9.0,0.5,1005.0
2394,hyderabad,2022-07-09,1,273.7,0.01,6.94,27.89,2.89,3.91,4.57,0.78,21.4,10.7,41.9,1002.7
2395,hyderabad,2022-07-10,1,233.65,0.0,3.13,33.62,1.45,2.8,3.18,0.77,21.5,9.8,39.1,1003.0
2396,hyderabad,2022-07-11,1,243.66,0.0,4.24,31.11,1.74,2.39,2.72,0.54,22.3,9.9,16.0,1004.4
2397,hyderabad,2022-07-12,1,250.34,0.0,4.88,32.54,2.71,3.45,3.95,0.7,21.1,11.8,13.0,1004.1
2398,hyderabad,2022-07-13,1,240.33,0.0,4.71,32.19,2.26,2.57,2.99,0.6,21.1,15.1,25.9,1001.8
2399,hyderabad,2022-07-14,1,230.31,0.01,4.24,29.33,2.21,2.07,2.55,0.66,22.5,12.2,4.1,1000.5
2400,hyderabad,2022-07-15,1,236.99,0.02,4.84,22.89,2.95,4.59,5.72,1.58,24.4,10.4,0.5,1002.4
2401,hyderabad,2022-07-16,1,267.03,0.02,7.54,22.89,4.53,2.28,3.59,2.28,25.7,9.1,0.0,1004.1
2402,hyderabad,2022-07-17,1,257.02,0.05,6.08,16.27,3.34,2.14,2.84,1.22,23.9,6.9,8.7,1004.7
2403,hyderabad,2022-07-18,1,257.02,0.02,6.68,22.71,3.28,2.5,3.08,0.79,24.0,6.2,15.0,1005.6
2404,hyderabad,2022-07-19,1,303.75,0.01,8.14,30.76,5.48,8.31,11.2,2.03,25.8,5.8,0.0,1006.5
2405,hyderabad,2022-07-20,1,347.14,0.01,12.17,29.68,8.11,8.28,12.27,3.1,26.8,5.2,0.3,1006.5
2406,hyderabad,2022-07-22,1,333.79,0.11,9.94,18.78,6.62,5.61,7.32,2.47,22.3,4.1,1.0,1007.1
2407,hyderabad,2022-07-23,1,357.15,0.06,12.0,19.13,5.66,7.29,9.33,1.52,23.4,6.0,85.1,1005.9
2408,hyderabad,2022-07-24,1,273.7,0.01,7.03,28.97,4.53,5.18,6.78,1.36,23.7,6.8,0.0,1006.3
2409,hyderabad,2022-07-25,1,283.72,0.01,7.63,27.54,5.01,6.19,7.58,1.33,24.8,5.2,2.0,1007.8
2410,hyderabad,2022-07-26,2,433.92,1.01,17.65,8.23,10.25,14.75,20.46,2.18,22.3,3.6,10.9,1009.2
2411,hyderabad,2022-07-27,5,1401.9,34.87,16.11,0.0,13.83,57.5,83.74,6.65,25.4,2.5,7.1,1009.1
2412,hyderabad,2022-07-28,5,2483.37,74.21,29.13,0.0,16.93,113.98,147.58,6.4,25.6,2.2,0.3,1009.9
2413,hyderabad,2022-07-29,5,5447.39,106.39,57.58,0.0,30.52,301.89,327.51,6.14,24.6,2.1,1.0,1009.1
2414,hyderabad,2022-07-30,4,1001.36,1.7,39.41,10.64,16.69,46.61,53.19,2.56,26.2,3.3,0.0,1007.7
2415,hyderabad,2022-07-31,5,3017.43,84.04,23.65,0.0,13.83,144.32,179.25,5.45,26.7,3.0,4.7,1005.8
2416,hyderabad,2022-08-01,3,674.25,7.71,15.59,0.19,8.82,24.88,37.22,3.17,25.2,1.6,9.0,1005.9
2417,hyderabad,2022-08-02,5,2723.69,85.83,15.08,0.0,19.31,121.11,155.6,9.63,25.6,2.8,10.0,1005.1
2418,hyderabad,2022-08-03,5,5340.58,189.54,28.79,0.0,44.82,272.2,313.21,21.28,27.6,2.7,3.0,1004.3
2419,hyderabad,2022-08-04,5,3685.0,98.35,36.67,0.0,37.19,176.0,198.83,9.5,25.6,3.5,0.3,1003.9
2420,hyderabad,2022-08-05,2,467.3,0.0,8.4,48.64,6.74,16.7,19.67,1.66,25.5,2.8,4.1,1003.6
2421,hyderabad,2022-08-06,1,283.72,0.01,8.05,28.61,3.67,2.55,4.05,1.41,24.7,6.9,2.0,1003.0
2422,hyderabad,2022-08-07,1,236.99,0.01,5.74,25.75,3.25,2.77,3.61,1.3,24.2,7.3,3.0,1002.0
2423,hyderabad,2022-08-08,1,233.65,0.01,5.44,27.89,3.13,3.09,3.7,0.89,22.9,9.5,8.9,1000.8
2424,hyderabad,2022-08-09,1,230.31,0.02,5.1,24.68,2.83,3.02,3.69,0.8,23.8,13.0,4.1,1000.6
2425,hyderabad,2022-08-10,1,220.3,0.0,4.41,31.83,2.65,3.31,4.26,1.54,24.8,15.8,2.0,1000.8
2426,hyderabad,2022-08-11,1,233.65,0.01,5.4,24.68,2.77,1.57,2.5,2.37,25.7,13.6,0.0,1002.7
2427,hyderabad,2022-08-12,1,247.0,0.03,6.6,22.35,3.52,1.93,3.12,2.53,26.1,12.0,0.5,1005.0
2428,hyderabad,2022-08-13,1,233.65,0.01,5.57,30.4,4.05,3.67,5.71,3.01,25.5,9.8,0.0,1005.8
2429,hyderabad,2022-08-14,1,243.66,0.01,6.25,24.68,3.55,3.22,3.91,1.12,24.3,11.4,5.3,1007.0
2430,hyderabad,2022-08-15,1,247.0,0.01,6.77,25.75,4.11,4.16,4.91,1.09,24.2,7.9,8.1,1007.6
2431,hyderabad,2022-08-16,1,280.38,0.03,8.23,22.89,4.47,3.21,5.19,1.49,27.5,6.6,0.4,1008.4
2432,hyderabad,2022-08-17,1,367.16,0.16,12.85,14.84,7.39,6.36,12.08,2.53,26.5,5.5,0.0,1008.9
2433,hyderabad,2022-08-18,1,323.77,0.02,11.65,25.75,7.51,6.3,10.06,3.61,25.1,4.0,0.0,1006.4
2434,hyderabad,2022-08-19,1,303.75,0.07,10.2,16.99,5.25,3.89,6.51,3.39,26.3,4.2,25.9,1005.1
2435,hyderabad,2022-08-20,1,283.72,0.07,9.0,15.91,3.93,2.96,5.18,3.51,26.3,5.1,1.0,1004.7
2436,hyderabad,2022-08-21,1,260.35,0.01,6.08,25.39,2.8,2.37,3.62,2.28,27.4,6.8,2.0,1003.4
2437,hyderabad,2022-08-22,1,277.04,0.06,8.74,16.99,5.48,2.68,4.49,3.96,25.3,8.1,0.0,1004.3
2438,hyderabad,2022-08-23,1,320.43,0.47,12.34,7.96,7.39,7.17,10.48,1.77,26.1,5.8,0.0,1006.3
2439,hyderabad,2022-08-24,1,317.1,0.08,12.34,17.34,7.87,7.08,10.31,2.6,26.1,5.8,0.4,1008.2
2440,hyderabad,2022-08-25,1,337.12,0.35,15.42,9.21,7.39,8.28,11.91,2.03,25.9,5.3,2.5,1007.7
2441,hyderabad,2022-08-26,4,1094.82,22.8,22.96,0.03,10.13,43.97,65.73,3.48,26.3,4.0,0.7,1007.2
2442,hyderabad,2022-08-27,4,540.73,0.01,16.62,28.97,7.87,29.14,36.18,2.82,26.2,2.7,4.3,1006.8
2443,hyderabad,2022-08-28,1,367.16,0.05,10.71,19.85,5.54,7.07,9.6,1.74,27.1,5.0,1.2,1006.8
2444,hyderabad,2022-08-29,3,747.68,5.98,22.96,0.58,10.01,20.36,29.21,6.59,24.6,3.2,0.0,1008.3
2445,hyderabad,2022-08-30,5,2243.04,38.89,37.36,0.0,26.23,98.91,110.15,5.83,25.7,4.1,2.0,1009.0
2446,hyderabad,2022-08-31,4,934.6,0.24,34.62,12.16,20.03,37.38,48.48,4.37,27.1,4.0,0.0,1008.2
2447,hyderabad,2022-09-01,4,787.73,5.87,24.33,0.42,21.22,26.52,34.22,3.8,27.4,4.1,12.0,1008.0
2448,hyderabad,2022-09-02,4,807.76,1.9,27.08,6.44,16.93,30.55,37.91,3.67,26.2,4.1,0.2,1009.4
2449,hyderabad,2022-09-03,4,707.63,0.06,24.68,20.56,18.36,33.49,41.51,3.86,28.3,3.2,2.4,1007.9
2450,hyderabad,2022-09-04,5,1548.77,25.7,35.3,0.0,19.55,56.93,73.17,5.19,26.3,3.4,27.7,1007.9
2451,hyderabad,2022-09-05,1,383.85,0.0,9.17,37.91,6.56,8.85,10.62,1.41,25.7,3.2,7.8,1007.7
2452,hyderabad,2022-09-06,5,1922.61,20.56,41.81,0.01,29.09,83.42,95.88,7.22,24.0,1.6,0.0,1007.6
2453,hyderabad,2022-09-07,5,1281.74,2.99,49.35,8.23,23.84,54.66,58.97,2.56,24.4,2.0,15.0,1007.5
2454,hyderabad,2022-09-08,5,1628.88,14.19,56.89,0.13,37.67,74.8,80.45,4.02,23.1,2.0,41.9,1007.2
2455,hyderabad,2022-09-09,5,1295.09,18.55,39.07,0.09,21.7,58.9,68.33,3.17,23.8,2.0,35.1,1006.1
2456,hyderabad,2022-09-10,2,660.9,2.01,19.71,3.67,11.68,18.28,25.97,2.82,22.8,4.3,5.1,1005.0
2457,hyderabad,2022-09-11,3,567.44,0.0,11.65,30.76,5.48,20.6,22.06,1.22,22.3,6.2,11.9,1003.6
2458,hyderabad,2022-09-12,1,230.31,0.02,5.23,25.03,2.62,3.01,3.99,1.22,23.8,6.5,3.0,1002.6
2459,hyderabad,2022-09-13,1,233.65,0.03,5.83,21.99,2.8,2.07,3.31,2.22,24.2,6.2,10.9,1006.3
2460,hyderabad,2022-09-14,1,287.06,0.06,9.08,19.13,4.77,3.26,5.59,2.12,24.7,6.4,0.0,1009.4
2461,hyderabad,2022-09-15,1,290.39,0.01,11.14,30.04,8.34,8.89,12.99,2.34,24.5,6.7,0.3,1010.0
2462,hyderabad,2022-09-16,1,273.7,0.0,6.85,33.62,4.29,2.97,4.54,1.93,24.9,7.6,0.0,1008.0
2463,hyderabad,2022-09-17,1,293.73,0.06,10.62,17.88,6.44,3.89,6.31,3.1,25.2,5.4,0.2,1008.3
2464,hyderabad,2022-09-18,1,363.83,0.24,13.19,10.82,6.74,8.31,15.01,2.79,25.9,6.4,0.0,1009.0
2465,hyderabad,2022-09-19,2,480.65,1.42,17.65,3.67,6.97,14.14,24.93,4.24,24.2,6.5,2.2,1008.5
2466,hyderabad,2022-09-20,1,310.42,0.0,8.83,39.34,5.3,6.39,8.34,2.12,23.3,7.1,3.0,1007.9
2467,hyderabad,2022-09-21,2,357.15,0.01,11.65,28.61,5.6,15.67,17.67,1.57,24.6,6.1,0.0,1007.8
2468,hyderabad,2022-09-22,1,360.49,0.0,12.68,37.19,6.02,7.25,9.25,1.93,22.4,4.4,0.0,1009.2
2469,hyderabad,2022-09-23,1,320.43,0.0,11.14,35.76,6.2,8.93,12.19,2.44,24.3,4.6,4.1,1009.6
2470,hyderabad,2022-09-24,2,460.62,0.3,18.34,12.34,7.63,13.47,22.95,3.1,25.1,3.9,0.0,1009.2
2471,hyderabad,2022-09-25,2,380.52,0.1,15.77,16.27,7.39,10.96,18.0,3.99,26.0,2.9,0.1,1008.9
2472,hyderabad,2022-09-26,5,1602.17,35.76,25.7,0.0,11.32,68.31,85.42,3.86,25.4,2.7,2.5,1009.5
2473,hyderabad,2022-09-27,3,520.71,0.11,17.99,17.52,10.85,21.23,27.75,3.2,23.7,2.0,35.1,1008.8
2474,hyderabad,2022-09-28,4,827.79,9.61,21.76,0.3,10.73,31.55,43.1,3.74,25.3,2.3,7.1,1007.4
2475,hyderabad,2022-09-29,4,694.27,0.55,20.91,9.03,10.25,34.81,40.89,2.94,24.2,2.5,3.0,1006.9
2476,hyderabad,2022-09-30,4,640.87,0.03,15.77,23.6,9.42,31.36,36.33,2.5,26.0,4.0,6.1,1007.2
2477,hyderabad,2022-10-01,5,1869.2,30.85,47.98,0.0,13.35,83.94,112.66,3.26,25.6,4.0,0.5,1007.4
2478,hyderabad,2022-10-02,4,453.95,0.02,12.68,24.68,5.25,28.78,38.66,3.45,26.7,7.6,7.1,1007.4
2479,hyderabad,2022-10-03,3,383.85,0.0,10.62,43.27,6.02,21.41,29.25,3.83,27.2,7.5,0.0,1007.4
2480,hyderabad,2022-10-04,2,373.84,0.0,11.14,45.42,8.34,16.06,24.24,7.92,26.5,6.2,0.0,1007.6
2481,hyderabad,2022-10-05,4,774.38,0.69,28.45,9.39,11.09,29.25,42.02,7.03,25.9,5.0,3.2,1007.2
2482,hyderabad,2022-10-06,5,1548.77,9.39,47.98,0.51,32.9,88.98,95.67,4.56,24.1,7.3,21.1,1006.5
2483,hyderabad,2022-10-07,4,1094.82,0.54,33.24,8.94,29.8,38.71,44.56,4.12,25.7,6.3,10.9,1007.9
2484,hyderabad,2022-10-08,4,547.41,0.0,13.19,52.21,10.49,30.3,33.84,1.96,26.3,6.3,0.0,1010.0
2485,hyderabad,2022-10-09,5,1895.9,17.66,35.3,0.01,20.03,96.17,106.81,6.52,26.2,7.5,35.1,1010.7
2486,hyderabad,2022-10-10,3,594.14,0.1,16.11,16.27,15.74,24.05,25.8,2.31,25.1,8.0,0.5,1011.5
2487,hyderabad,2022-10-11,2,494.0,0.23,16.62,13.05,15.02,15.22,16.94,2.22,26.2,8.3,2.0,1011.2
2488,hyderabad,2022-10-12,1,387.19,0.07,13.19,20.21,11.44,9.25,11.53,2.28,26.1,6.2,0.0,1011.4
2489,hyderabad,2022-10-13,4,934.6,0.41,36.67,10.01,37.19,41.27,46.69,5.64,26.3,5.0,69.1,1011.2
2490,hyderabad,2022-10-14,5,2189.64,55.88,24.33,0.0,26.23,87.36,97.03,5.51,25.6,5.0,0.0,1010.8
2491,hyderabad,2022-10-15,4,654.22,1.49,23.31,3.98,14.9,40.64,45.13,2.79,24.8,6.2,2.0,1010.1
2492,hyderabad,2022-10-16,4,867.84,4.81,19.36,0.49,15.5,48.82,52.15,3.04,24.8,7.6,10.9,1012.1
2493,hyderabad,2022-10-17,3,487.33,0.12,16.28,16.63,17.17,20.15,22.72,2.44,26.7,7.0,0.0,1013.8
2494,hyderabad,2022-10-18,5,2216.34,29.95,40.78,0.0,27.18,128.55,147.84,8.11,26.0,3.7,5.6,1012.4
2495,hyderabad,2022-10-19,5,3070.83,51.41,40.78,0.0,21.7,186.01,204.0,5.38,26.7,4.3,0.0,1011.9
2496,hyderabad,2022-10-20,5,1708.98,0.25,58.26,17.7,48.64,116.62,123.97,4.75,25.9,6.0,1.6,1013.3
2497,hyderabad,2022-10-21,5,1081.47,0.01,29.47,34.33,23.13,71.21,76.72,2.91,25.6,6.1,0.0,1014.8
2498,hyderabad,2022-10-22,5,1001.36,0.0,27.08,73.67,31.95,130.69,139.87,7.73,24.2,7.2,0.0,1015.8
2499,hyderabad,2022-10-23,5,614.17,0.0,13.88,86.55,15.5,92.3,106.34,6.65,23.8,6.6,0.0,1014.3
2500,hyderabad,2022-10-24,5,487.33,0.0,14.22,62.23,8.11,60.61,77.34,8.87,23.8,4.9,0.0,1011.9
2501,hyderabad,2022-10-25,5,1575.47,23.92,35.64,0.02,15.14,106.89,141.75,11.78,23.2,4.1,0.0,1012.8
2502,hyderabad,2022-10-26,5,2323.15,44.26,48.67,0.0,22.89,138.85,163.87,18.49,24.6,5.5,0.0,1014.7
2503,hyderabad,2022-10-27,5,6675.72,166.3,62.38,0.0,32.9,413.28,462.0,18.24,24.7,3.9,0.0,1014.6
2504,hyderabad,2022-10-28,5,2723.69,49.62,53.47,0.0,21.93,169.24,191.04,14.44,24.7,5.3,0.0,1013.9
2505,hyderabad,2022-10-29,5,827.79,0.0,26.73,87.98,30.99,79.44,88.31,9.37,24.5,7.0,0.0,1013.9
2506,hyderabad,2022-10-30,5,881.2,0.0,28.79,73.67,23.84,86.9,103.46,9.5,24.0,6.6,0.0,1014.0
2507,hyderabad,2022-10-31,5,2082.82,0.14,64.43,19.67,22.65,163.53,184.82,12.92,23.9,5.3,0.0,1013.7
2508,hyderabad,2022-11-01,5,1308.44,0.0,43.18,50.07,23.6,125.17,139.98,13.3,22.4,3.4,0.4,1014.9
2509,hyderabad,2022-11-02,5,3685.0,50.07,81.57,0.0,30.04,250.64,270.76,11.65,23.4,5.6,0.4,1013.8
2510,hyderabad,2022-11-03,5,2803.8,10.06,74.71,0.29,27.42,289.84,312.66,7.16,24.6,5.4,0.3,1013.3
2511,hyderabad,2022-11-04,5,1980.0,7.72,52.87,0.58,24.12,196.0,213.5,7.16,25.6,4.8,0.0,1014.5
2512,hyderabad,2022-11-05,5,2224.0,8.28,59.0,0.67,22.94,175.5,194.5,13.43,25.0,6.2,0.0,1016.0
2513,hyderabad,2022-11-06,5,1241.68,0.01,40.44,34.33,19.55,107.9,127.39,13.43,24.0,4.2,0.0,1016.6
2514,hyderabad,2022-11-07,5,4699.71,89.41,55.52,0.0,27.18,317.62,353.52,24.32,24.9,5.1,0.0,1015.8
2515,hyderabad,2022-11-08,5,5126.95,94.77,67.86,0.0,32.9,351.52,397.43,27.61,24.8,5.2,0.0,1015.4
2516,hyderabad,2022-11-09,5,4112.24,77.78,59.63,0.0,33.38,290.64,328.71,27.87,24.2,5.4,0.0,1015.2
2517,hyderabad,2022-11-10,5,1575.47,0.0,52.78,45.06,30.52,176.14,194.24,14.57,24.6,6.2,0.0,1015.2
2518,hyderabad,2022-11-11,5,807.76,0.0,25.36,78.68,30.28,132.22,142.7,7.28,24.7,8.3,0.0,1015.1
2519,hyderabad,2022-11-12,5,634.19,0.0,15.42,117.3,27.66,145.73,156.19,2.63,25.2,8.0,0.0,1015.2
2520,hyderabad,2022-11-13,5,827.79,0.0,22.62,80.82,19.07,139.9,148.6,7.41,25.6,7.5,0.0,1014.6
2521,hyderabad,2022-11-14,5,1054.76,0.0,29.13,37.55,15.26,154.65,166.03,10.13,24.8,5.6,0.0,1015.1
2522,hyderabad,2022-11-15,5,2777.1,18.33,74.03,0.07,30.52,203.78,227.86,23.31,24.2,4.1,0.0,1015.3
2523,hyderabad,2022-11-16,5,2296.45,16.99,60.32,0.08,31.95,145.39,164.41,22.04,22.9,4.3,0.0,1014.5
2524,hyderabad,2022-11-17,5,5180.36,121.59,80.2,0.0,62.94,316.24,362.12,52.18,23.3,5.2,0.0,1014.3
2525,hyderabad,2022-11-18,5,1815.8,0.0,61.69,40.05,32.9,131.26,146.87,16.21,23.0,6.8,0.0,1014.5
2526,hyderabad,2022-11-19,5,1895.9,1.62,69.92,9.03,24.32,139.98,158.11,16.09,22.2,6.9,0.0,1014.6
2527,hyderabad,2022-11-20,5,1281.74,0.0,42.16,45.06,16.69,145.2,161.44,12.41,22.0,5.7,0.0,1013.2
2528,hyderabad,2022-11-21,5,647.54,0.0,17.31,89.41,14.66,87.23,95.87,7.54,23.2,6.5,0.0,1012.2
2529,hyderabad,2022-11-22,5,1708.98,0.08,60.32,18.95,39.58,136.12,147.94,9.5,25.4,5.9,0.0,1012.5
2530,hyderabad,2022-11-23,5,767.71,0.01,24.68,32.9,27.18,67.22,73.27,4.31,24.9,4.9,0.0,1013.0
2531,hyderabad,2022-11-24,5,807.76,0.1,26.05,18.78,22.89,61.75,67.64,3.42,24.6,6.0,1.5,1013.4
2532,hyderabad,2022-11-25,5,1895.9,16.54,45.24,0.04,23.84,87.17,102.19,6.9,24.6,5.3,0.0,1013.9
2533,hyderabad,2022-11-26,5,2162.93,0.01,71.97,31.83,31.47,202.75,222.35,17.48,23.5,3.9,0.0,1013.3
2534,hyderabad,2022-11-27,5,2269.74,1.82,76.09,5.19,27.42,169.76,188.65,19.25,23.7,3.5,0.0,1011.3
2535,hyderabad,2022-11-28,5,1121.52,0.0,37.36,37.19,24.56,95.19,107.69,14.82,23.2,4.2,0.0,1011.8
2536,hyderabad,2022-11-29,5,1949.31,4.75,63.75,1.65,30.52,123.15,141.46,20.77,23.0,4.6,0.0,1013.5
2537,hyderabad,2022-11-30,5,2429.96,16.99,65.8,0.08,31.95,159.98,179.18,23.05,21.9,3.3,0.0,1014.4
2538,hyderabad,2022-12-01,5,3952.03,60.8,66.49,0.0,30.52,309.56,341.23,25.59,24.7,3.8,0.0,1013.9
2539,hyderabad,2022-12-02,5,4219.06,52.3,73.34,0.0,27.66,339.35,370.35,11.02,25.0,5.0,0.0,1013.3
2540,hyderabad,2022-12-03,5,1428.6,0.0,37.7,47.92,18.84,134.15,147.19,5.32,25.2,5.8,0.1,1013.6
2541,hyderabad,2022-12-04,5,1295.09,0.08,34.96,20.03,15.97,119.95,133.37,7.54,25.6,5.2,0.0,1014.3
2542,hyderabad,2022-12-05,5,1281.74,0.0,36.67,62.94,24.56,183.21,194.83,10.13,24.4,5.5,0.0,1015.1
2543,hyderabad,2022-12-06,5,1361.85,0.0,42.16,54.36,28.37,213.63,226.99,10.64,23.8,5.9,0.0,1014.5
2544,hyderabad,2022-12-07,5,1268.39,0.0,43.87,41.84,25.03,111.6,121.99,12.29,23.1,6.3,0.0,1014.2
2545,hyderabad,2022-12-08,5,867.84,0.0,28.1,68.66,23.13,126.29,136.05,9.12,21.5,6.4,0.0,1013.5
2546,hyderabad,2022-12-09,5,560.76,0.0,16.28,82.97,14.31,59.44,66.1,8.04,22.2,5.0,0.0,1012.0
2547,hyderabad,2022-12-11,2,547.41,0.06,11.65,24.68,12.16,10.64,11.49,1.88,22.1,8.3,2.0,1012.1
2548,hyderabad,2022-12-12,2,500.68,0.01,13.02,34.69,14.07,15.37,16.83,1.79,22.9,8.7,5.1,1012.9
2549,hyderabad,2022-12-13,2,487.33,0.04,16.11,23.96,17.4,12.47,14.38,1.85,23.9,7.6,1.0,1013.9
2550,hyderabad,2022-12-14,4,787.73,0.02,22.62,28.61,18.36,43.34,49.28,3.1,24.8,6.1,1.0,1014.5
2551,hyderabad,2022-12-15,5,2136.23,33.97,39.76,0.0,20.98,107.25,128.94,6.21,25.5,4.3,0.0,1013.6
2552,hyderabad,2022-12-16,5,3124.24,47.83,52.78,0.0,24.08,217.0,246.36,8.23,26.3,4.3,0.0,1012.8
2553,hyderabad,2022-12-17,5,5661.01,123.38,52.78,0.0,33.86,357.48,392.88,14.69,25.9,4.8,0.0,1013.5
2554,hyderabad,2022-12-18,5,1642.23,0.02,50.04,29.33,18.84,178.64,193.97,7.85,24.1,5.7,0.0,1013.6
2555,hyderabad,2022-12-19,5,2002.72,14.08,49.35,0.06,23.84,142.9,157.74,17.99,22.9,4.2,0.0,1013.1
2556,hyderabad,2022-12-20,5,4486.08,70.63,71.97,0.0,33.38,312.08,344.15,29.13,22.4,4.9,0.0,1012.6
2557,hyderabad,2022-12-21,5,3578.19,55.43,64.43,0.0,32.42,258.17,288.27,25.84,23.9,4.1,0.0,1013.2
2558,hyderabad,2022-12-22,5,4112.24,69.74,63.75,0.0,37.67,329.79,362.27,27.87,23.3,3.9,0.0,1013.1
2559,hyderabad,2022-12-23,5,3524.78,42.02,67.17,0.0,31.47,312.88,342.23,24.07,22.4,3.7,0.0,1012.8
2560,hyderabad,2022-12-24,5,3070.83,29.5,74.03,0.0,27.89,258.62,286.65,18.75,24.5,5.0,0.0,1013.2
2561,hyderabad,2022-12-25,5,1014.71,0.0,29.13,64.37,16.69,119.5,129.55,10.01,24.4,6.1,0.0,1014.2
